id,region,year,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price,manufacturer
14141,albany,2006,excellent,4 cylinders,,74761,clean,automatic,fwd,compact,sedan,black,ny,22112,bmw
14142,"st louis, MO",2009,excellent,8 cylinders,gas,94349,clean,manual,4wd,full-size,truck,black,mo,9556,ford
14143,charlotte,2011,good,8 cylinders,gas,264636,clean,automatic,4wd,full-size,truck,silver,nc,4656,toyota
14144,billings,2017,excellent,8 cylinders,gas,5609,clean,automatic,rwd,full-size,truck,black,,80063,chevrolet
14145,richmond,2011,excellent,6 cylinders,diesel,143881,clean,manual,4wd,full-size,pickup,black,va,34606,ram
14146,hickory / lenoir,2019,excellent,4 cylinders,gas,55050,rebuilt,manual,4wd,midーsize,SUV,white,nc,20683,nissan
14147,seattle-tacoma,1993,good,6 cylinders,gas,109033,clean,automatic,4wd,mid-size,SUV,green,wa,3228,kia
14148,vermont,2012,excellent,6 cylinders,gas,97073,clean,automatic,fwd,mid-size,sedan,blue,vt,25948,kia
14149,rochester,2017,excellent,6 cylinders,gas,46855,clean,automatic,4wd,full-size,SUV,black,ny,14814,jeep
14150,denver,2011,excellent,6 cylinders,gas,94192,clean,automatic,fwd,mid-size,other,blue,,19865,chevrolet
14151,rhode island,2014,excellent,6 cylinders,gas,155624,,automatic,4wd,full-size,,black,ri,4475,bmw
14152,lakeland,1969,fair,6 cylinders,gas,109550,clean,manual,fwd,compact,truck,silver,fl,14485,ford
14153,albany,2013,good,4 cylinders,gas,46940,clean,automatic,fwd,full-size,sedan,black,ny,10989,ford
14154,SF bay area,1999,excellent,8 cylinders,,34508,clean,automatic,rwd,full-size,coupe,black,ca,23028,ford
14155,reno / tahoe,2012,excellent,6 cylinders,gas,141670,clean,automatic,rwd,mid-size,sedan,black,ca,12024,bmw
14156,madison,2014,like new,4 cylinders,gas,151204,clean,automatic,fwd,mid-size,sedan,black,wi,3293,volkswagen
14157,tulsa,2006,fair,6 cylinders,,172267,clean,manual,fwd,mid-size,sedan,blue,ok,8523,acura
14158,baltimore,2016,like new,4 cylinders,gas,45366,clean,automatic,fwd,full-size,pickup,blue,md,7242,chevrolet
14159,roseburg,2009,good,4 cylinders,gas,193414,clean,manual,fwd,mid-size,sedan,grey,or,4846,nissan
14160,new york city,2012,like new,4 cylinders,gas,80812,clean,automatic,fwd,mid-size,sedan,silver,ny,12628,kia
14161,st cloud,1998,fair,8 cylinders,gas,187656,clean,manual,rwd,full-size,pickup,blue,mn,4333,lincoln
14162,san diego,2013,excellent,4 cylinders,gas,67835,clean,automatic,fwd,mid-size,sedan,black,ca,20136,kia
14163,tucson,2006,fair,4 cylinders,gas,121224,clean,automatic,fwd,mid-size,other,black,az,5838,mazda
14164,nashville,2011,excellent,8 cylinders,gas,41662,clean,automatic,4wd,full-size,coupe,white,tn,17743,chevrolet
14165,anchorage / mat-su,2014,excellent,6 cylinders,gas,116464,clean,automatic,fwd,mid-size,SUV,grey,ak,16497,ford
14166,las vegas,2006,excellent,6 cylinders,gas,107883,parts only,automatic,4wd,mid-size,SUV,black,nv,6829,jeep
14167,western massachusetts,2010,excellent,6 cylinders,gas,146394,rebuilt,automatic,4wd,full-size,SUV,silver,ma,4581,jeep
14168,SF bay area,2015,like new,6 cylinders,diesel,28904,clean,automatic,4wd,full-size,SUV,blue,,27701,ford
14169,wilmington,2009,excellent,8 cylinders,gas,109576,clean,automatic,4wd,full-size,sedan,black,de,27536,ford
14170,daytona beach,1990,good,6 cylinders,gas,60248,clean,manual,rwd,mid-size,coupe,blue,,17542,pontiac
14171,richmond,2012,excellent,6 cylinders,gas,88743,clean,automatic,fwd,sub-compact,sedan,silver,va,7624,nissan
14172,"st louis, MO",2002,good,6 cylinders,gas,147745,clean,automatic,fwd,mid-size,sedan,black,mo,4874,toyota
14173,toledo,2010,good,6 cylinders,gas,163433,clean,automatic,4wd,mid-size,SUV,white,oh,22423,jeep
14174,lafayette / west lafayette,2010,excellent,4 cylinders,gas,89073,clean,automatic,fwd,mid-size,sedan,black,in,20213,toyota
14175,san diego,2013,excellent,4 cylinders,gas,108022,clean,automatic,fwd,mid-size,sedan,blue,ca,7271,bmw
14176,bakersfield,2005,good,8 cylinders,gas,143983,clean,automatic,fwd,full-size,SUV,red,,6577,ford
14177,el paso,2010,good,4 cylinders,gas,168147,clean,automatic,fwd,mid-size,sedan,silver,tx,7576,ford
14178,myrtle beach,2014,fair,6 cylinders,diesel,105370,clean,automatic,4wd,full-size,pickup,blue,,18230,ford
14179,ann arbor,2012,excellent,4 cylinders,gas,175584,clean,automatic,fwd,full-size,sedan,black,mi,3158,ford
14180,south florida,2014,good,4 cylinders,gas,201801,clean,automatic,fwd,mid-size,SUV,blue,fl,4648,honda
14181,helena,2020,excellent,4 cylinders,gas,17305,clean,automatic,fwd,mid-size,sedan,black,mt,19043,cadillac
14182,tampa bay area,2014,excellent,4 cylinders,gas,108013,clean,automatic,fwd,mid-size,sedan,white,fl,8230,buick
14183,"washington, DC",1998,fair,4 cylinders,gas,118797,clean,automatic,fwd,mid-size,wagon,green,dc,15993,chevrolet
14184,knoxville,2014,excellent,6 cylinders,gas,109595,rebuilt,manual,4wd,mid-size,SUV,silver,tn,22403,bmw
14185,fayetteville,2008,excellent,4 cylinders,gas,182971,clean,manual,fwd,mid-size,sedan,silver,nc,4418,volkswagen
14186,jersey shore,1989,excellent,8 cylinders,gas,107376,clean,automatic,4wd,full-size,pickup,red,nj,3666,ford
14187,fargo / moorhead,2006,fair,6 cylinders,gas,94366,clean,automatic,fwd,full-size,SUV,silver,,3309,toyota
14188,duluth / superior,2017,excellent,4 cylinders,gas,75892,clean,automatic,fwd,mid-size,SUV,silver,mn,20922,ford
14189,denver,2008,excellent,6 cylinders,diesel,88492,clean,automatic,4wd,full-size,pickup,red,co,16646,ram
14190,williamsport,1960,fair,8 cylinders,gas,116285,clean,manual,rwd,full-size,convertible,black,pa,10876,pontiac
14191,new york city,2016,good,4 cylinders,gas,126289,clean,automatic,fwd,compact,hatchback,blue,ny,4521,honda
14192,columbus,1996,excellent,6 cylinders,,193231,clean,automatic,fwd,mid-size,sedan,white,oh,4217,ford
14193,dayton / springfield,2000,good,6 cylinders,gas,159088,,automatic,fwd,full-size,,black,,7220,cadillac
14194,east idaho,2008,excellent,6 cylinders,diesel,86847,clean,automatic,4wd,full-size,pickup,red,id,8074,ram
14195,madison,2015,like new,6 cylinders,gas,78945,clean,automatic,fwd,mid-size,sedan,white,,13481,ford
14196,memphis,2017,excellent,6 cylinders,diesel,50198,clean,automatic,rwd,full-size,truck,white,tn,18453,gmc
14197,dallas / fort worth,1994,excellent,6 cylinders,gas,109885,clean,other,fwd,mid-size,sedan,red,tx,8233,volkswagen
14198,"washington, DC",2013,excellent,4 cylinders,gas,196364,clean,automatic,fwd,mid-size,sedan,black,dc,2426,nissan
14199,new hampshire,2011,fair,6 cylinders,gas,165062,clean,manual,fwd,full-size,sedan,blue,nh,4101,buick
14200,daytona beach,1985,fair,6 cylinders,gas,211466,missing,manual,4wd,full-size,pickup,blue,fl,1165,ford
14201,south bend / michiana,2011,good,6 cylinders,gas,-1,clean,automatic,rwd,full-size,truck,white,,38545,ram
14202,south florida,2012,excellent,4 cylinders,gas,43140,clean,other,fwd,compact,sedan,black,fl,8373,nissan
14203,duluth / superior,2017,like new,4 cylinders,gas,69456,clean,automatic,fwd,compact,hatchback,silver,mn,10468,volkswagen
14204,south jersey,1997,fair,4 cylinders,,154525,clean,automatic,fwd,mid-size,sedan,green,nj,3378,toyota
14205,nashville,2001,good,8 cylinders,gas,143496,clean,automatic,rwd,full-size,truck,blue,tn,7512,ford
14206,wausau,1994,good,8 cylinders,diesel,158234,clean,automatic,fwd,full-size,truck,black,wi,3526,ford
14207,central NJ,1992,good,6 cylinders,gas,175838,clean,automatic,fwd,full-size,sedan,blue,nj,6611,ford
14208,lehigh valley,2013,excellent,6 cylinders,gas,178432,clean,automatic,fwd,mid-size,sedan,silver,pa,21141,ford
14209,colorado springs,2016,excellent,4 cylinders,gas,104544,clean,manual,4wd,compact,wagon,blue,co,9999,subaru
14210,boone,2012,like new,4 cylinders,gas,84265,clean,automatic,fwd,full-size,SUV,grey,nc,14429,saturn
14211,central NJ,2012,good,8 cylinders,diesel,76947,clean,automatic,4wd,full-size,pickup,white,nj,38145,ford
14212,denver,2017,excellent,8 cylinders,gas,49700,rebuilt,automatic,4wd,full-size,truck,white,co,19700,chevrolet
14213,winchester,2011,excellent,6 cylinders,gas,103708,rebuilt,manual,4wd,full-size,pickup,red,va,7823,ford
14214,greensboro,1997,excellent,6 cylinders,gas,133369,clean,automatic,4wd,mid-size,truck,green,nc,8444,ram
14215,prescott,2015,good,4 cylinders,gas,109932,clean,automatic,fwd,compact,hatchback,white,,7063,ford
14216,reno / tahoe,2003,fair,6 cylinders,gas,195352,clean,automatic,4wd,full-size,SUV,blue,ca,2546,jeep
14217,chicago,2018,like new,3 cylinders,gas,57780,clean,manual,fwd,full-size,van,black,il,24659,chevrolet
14218,billings,2014,excellent,6 cylinders,,95902,clean,automatic,fwd,full-size,SUV,black,mt,22878,nissan
14219,tampa bay area,2012,excellent,6 cylinders,gas,87005,clean,automatic,fwd,mid-size,sedan,black,fl,16045,ford
14220,san luis obispo,2002,good,8 cylinders,gas,207517,clean,automatic,rwd,full-size,pickup,black,ca,5404,ford
14221,portland,2011,excellent,4 cylinders,gas,189686,clean,automatic,fwd,mid-size,SUV,white,or,19877,toyota
14222,central NJ,1990,good,6 cylinders,gas,83081,clean,automatic,fwd,full-size,SUV,white,nj,7005,chevrolet
14223,buffalo,2011,excellent,6 cylinders,gas,68248,clean,automatic,rwd,mid-size,sedan,silver,ny,4850,bmw
14224,oregon coast,2006,excellent,8 cylinders,gas,160340,clean,automatic,fwd,full-size,sedan,black,or,2916,mercury
14225,south bend / michiana,2005,excellent,6 cylinders,gas,325279,clean,automatic,4wd,full-size,truck,brown,in,6235,gmc
14226,louisville,1991,fair,6 cylinders,gas,97992,clean,manual,rwd,full-size,pickup,green,,4960,ram
14227,richmond,2012,good,4 cylinders,,174429,clean,automatic,fwd,full-size,sedan,red,va,11033,honda
14228,milwaukee,2014,excellent,6 cylinders,gas,100133,clean,automatic,4wd,full-size,SUV,green,wi,15984,chevrolet
14229,grand rapids,2008,like new,4 cylinders,gas,100944,clean,automatic,fwd,mid-size,sedan,blue,mi,3066,volkswagen
14230,green bay,1986,good,8 cylinders,diesel,213446,clean,automatic,4wd,full-size,truck,white,wi,3771,ford
14231,south florida,2008,good,6 cylinders,gas,155544,clean,manual,fwd,mid-size,hatchback,silver,fl,2474,toyota
14232,state college,2009,like new,4 cylinders,gas,89809,clean,manual,4wd,mid-size,coupe,silver,pa,6996,bmw
14233,jersey shore,1999,fair,4 cylinders,gas,209824,clean,automatic,fwd,mid-size,SUV,silver,,18588,acura
14234,vermont,2009,excellent,6 cylinders,gas,77135,clean,automatic,fwd,full-size,sedan,black,vt,6330,bmw
14235,madison,2010,fair,6 cylinders,gas,173383,rebuilt,automatic,4wd,full-size,SUV,black,wi,2545,jeep
14236,dayton / springfield,2007,good,6 cylinders,gas,266027,clean,automatic,fwd,full-size,SUV,black,oh,5756,ford
14237,albuquerque,1998,excellent,6 cylinders,gas,272341,clean,manual,fwd,full-size,coupe,green,nm,2509,dodge
14238,"kansas city, MO",2006,excellent,6 cylinders,gas,183755,clean,automatic,fwd,mid-size,sedan,green,mo,6939,buick
14239,las vegas,2008,excellent,6 cylinders,gas,-1,clean,automatic,rwd,mid-size,sedan,silver,nv,16671,bmw
14240,louisville,2011,good,6 cylinders,gas,92717,clean,manual,fwd,full-size,mini-van,blue,ky,10673,nissan
14241,orlando,2003,excellent,6 cylinders,gas,114816,clean,automatic,rwd,full-size,pickup,blue,fl,25229,chevrolet
14242,winston-salem,2012,excellent,6 cylinders,gas,33838,clean,automatic,4wd,mid-size,SUV,black,nc,21573,jeep
14243,fredericksburg,2017,like new,4 cylinders,gas,83555,clean,automatic,fwd,compact,hatchback,grey,va,3722,mini
14244,lexington,2009,excellent,8 cylinders,gas,83994,clean,automatic,rwd,full-size,sedan,black,,12364,gmc
14245,phoenix,2009,excellent,6 cylinders,gas,154796,rebuilt,automatic,fwd,mid-size,sedan,silver,az,21823,ford
14246,orange county,2017,excellent,8 cylinders,diesel,10609,clean,automatic,4wd,full-size,truck,white,ca,75947,chevrolet
14247,bend,2012,excellent,6 cylinders,gas,71722,rebuilt,automatic,4wd,mid-size,SUV,black,or,29396,jeep
14248,cincinnati,2001,excellent,6 cylinders,gas,170225,clean,automatic,rwd,mid-size,sedan,silver,oh,2531,bmw
14249,albany,1985,good,8 cylinders,gas,127021,clean,automatic,fwd,full-size,sedan,black,,2745,chevrolet
14250,boulder,2003,excellent,6 cylinders,gas,98321,clean,manual,4wd,mid-size,SUV,black,co,20954,bmw
14251,stockton,2014,excellent,6 cylinders,gas,12721,rebuilt,automatic,fwd,full-size,SUV,black,ca,49299,bmw
14252,boston,2009,excellent,4 cylinders,gas,149310,clean,automatic,fwd,mid-size,sedan,black,ma,3825,honda
14253,daytona beach,2017,excellent,6 cylinders,gas,117957,clean,manual,rwd,mid-size,SUV,silver,fl,34777,jeep
14254,new york city,2014,excellent,6 cylinders,,115239,clean,automatic,fwd,mid-size,sedan,blue,ny,25765,buick
14255,lakeland,1981,like new,10 cylinders,diesel,32343,clean,automatic,rwd,full-size,truck,silver,,25130,ford
14256,western massachusetts,2006,excellent,8 cylinders,gas,100478,clean,automatic,4wd,full-size,SUV,black,ma,6817,cadillac
14257,new orleans,2017,good,4 cylinders,gas,62836,clean,automatic,fwd,mid-size,sedan,white,la,9510,ford
14258,lynchburg,2009,excellent,4 cylinders,gas,301175,clean,automatic,fwd,full-size,sedan,black,va,2579,ford
14259,grand rapids,2010,excellent,6 cylinders,diesel,18309,clean,manual,4wd,full-size,truck,black,mi,22297,ford
14260,"st louis, MO",2011,excellent,4 cylinders,gas,99765,clean,automatic,fwd,mid-size,sedan,black,mo,4255,honda
14261,central NJ,2010,excellent,6 cylinders,diesel,92333,clean,automatic,4wd,full-size,SUV,black,nj,19428,jeep
14262,daytona beach,2011,excellent,6 cylinders,gas,109334,rebuilt,automatic,rwd,compact,coupe,red,fl,9192,chevrolet
14263,albany,2002,fair,6 cylinders,gas,105230,clean,manual,fwd,mid-size,coupe,white,ny,6686,dodge
14264,st augustine,2011,fair,6 cylinders,gas,167069,clean,automatic,4wd,full-size,truck,blue,fl,7943,nissan
14265,inland empire,2019,good,4 cylinders,gas,93090,rebuilt,automatic,fwd,compact,hatchback,black,ca,6946,nissan
14266,baltimore,2014,good,4 cylinders,gas,78160,clean,manual,fwd,sub-compact,sedan,black,md,1999,volkswagen
14267,fargo / moorhead,2014,good,6 cylinders,gas,90364,clean,automatic,fwd,full-size,sedan,black,mn,7924,chevrolet
14268,monroe,2010,excellent,6 cylinders,gas,88670,,automatic,fwd,mid-size,,black,nc,19819,bmw
14269,charlotte,2020,excellent,4 cylinders,gas,13323,clean,automatic,fwd,mid-size,SUV,white,nc,7760,nissan
14270,rochester,2011,excellent,4 cylinders,gas,108104,lien,automatic,fwd,full-size,sedan,silver,ny,18782,chevrolet
14271,stockton,2014,excellent,4 cylinders,gas,108184,clean,automatic,rwd,mid-size,SUV,silver,ca,18853,ford
14272,fayetteville,1969,fair,6 cylinders,gas,215890,clean,manual,rwd,full-size,coupe,green,nc,1061,ford
14273,albany,2014,good,4 cylinders,gas,2267,clean,automatic,fwd,compact,SUV,blue,ny,9065,honda
14274,flint,2013,excellent,6 cylinders,gas,35783,rebuilt,automatic,rwd,mid-size,coupe,custom,mi,26990,bmw
14275,south jersey,2012,excellent,6 cylinders,gas,117480,clean,automatic,fwd,compact,sedan,black,nj,7769,mercedes-benz
14276,albany,2015,good,4 cylinders,gas,144890,clean,manual,fwd,compact,hatchback,blue,ny,10056,toyota
14277,rhode island,2004,excellent,6 cylinders,gas,233145,clean,automatic,fwd,full-size,SUV,blue,ri,1321,toyota
14278,milwaukee,2008,like new,4 cylinders,gas,80058,rebuilt,automatic,fwd,mid-size,sedan,black,,2530,toyota
14279,santa fe / taos,2013,excellent,4 cylinders,gas,82545,clean,automatic,fwd,full-size,sedan,brown,nm,7526,bmw
14280,orlando,2012,excellent,4 cylinders,gas,80448,clean,automatic,fwd,mid-size,sedan,blue,fl,10482,honda
14281,portland,2009,fair,6 cylinders,gas,111021,clean,automatic,fwd,compact,SUV,black,or,6968,chevrolet
14282,mcallen / edinburg,1998,excellent,4 cylinders,,92020,lien,manual,fwd,mid-size,sedan,blue,tx,4173,honda
14283,knoxville,2001,fair,8 cylinders,diesel,89524,clean,manual,4wd,full-size,pickup,white,tn,18458,ram
14284,monterey bay,2016,like new,6 cylinders,gas,107465,clean,automatic,fwd,full-size,sedan,red,ca,3187,acura
14285,jacksonville,2018,like new,4 cylinders,gas,60539,rebuilt,automatic,fwd,mid-size,sedan,black,fl,16129,bmw
14286,siskiyou county,2013,good,4 cylinders,gas,186321,clean,automatic,fwd,full-size,sedan,green,ca,5078,toyota
14287,syracuse,2013,excellent,4 cylinders,gas,106485,rebuilt,automatic,fwd,compact,sedan,grey,,3823,mazda
14288,"washington, DC",2008,excellent,6 cylinders,gas,139809,clean,manual,rwd,full-size,truck,white,dc,25233,ford
14289,central NJ,1998,good,4 cylinders,gas,135043,lien,automatic,fwd,sub-compact,sedan,blue,,4528,mitsubishi
14290,elmira-corning,1994,excellent,6 cylinders,gas,198616,clean,manual,fwd,mid-size,coupe,brown,ny,19462,ford
14291,treasure coast,1986,fair,8 cylinders,gas,270640,clean,manual,fwd,mid-size,coupe,green,fl,3376,chevrolet
14292,dayton / springfield,2017,excellent,4 cylinders,gas,119737,rebuilt,automatic,fwd,mid-size,SUV,silver,oh,6835,chevrolet
14293,indianapolis,2005,good,6 cylinders,gas,294036,clean,automatic,4wd,mid-size,SUV,black,in,4974,chevrolet
14294,madison,2007,good,8 cylinders,gas,24848,clean,automatic,rwd,full-size,truck,green,wi,20788,ford
14295,pittsburgh,2017,excellent,8 cylinders,gas,68922,clean,automatic,rwd,mid-size,coupe,blue,pa,21544,bmw
14296,atlanta,2006,excellent,8 cylinders,gas,140479,clean,automatic,4wd,full-size,SUV,silver,ga,6315,chevrolet
14297,kennewick-pasco-richland,2008,excellent,6 cylinders,diesel,88847,clean,other,4wd,full-size,truck,black,wa,23439,jeep
14298,nashville,2001,good,8 cylinders,diesel,144729,clean,automatic,4wd,full-size,truck,silver,tn,18746,ram
14299,"washington, DC",2002,excellent,6 cylinders,diesel,212455,clean,manual,4wd,full-size,pickup,black,dc,19931,ram
14300,youngstown,2016,excellent,6 cylinders,diesel,16629,clean,manual,4wd,full-size,pickup,blue,oh,38709,ram
14301,atlanta,2010,fair,6 cylinders,gas,173883,clean,manual,rwd,full-size,SUV,silver,ga,8616,lincoln
14302,tallahassee,2018,excellent,4 cylinders,gas,37200,clean,other,fwd,compact,sedan,red,fl,24549,volkswagen
14303,chattanooga,2010,good,6 cylinders,gas,201787,clean,automatic,fwd,full-size,SUV,brown,tn,12310,nissan
14304,stockton,2010,like new,4 cylinders,gas,145744,clean,automatic,fwd,full-size,sedan,grey,ca,3949,chevrolet
14305,salem,2012,like new,8 cylinders,diesel,101084,clean,automatic,4wd,full-size,SUV,white,or,15409,ford
14306,atlanta,2016,excellent,4 cylinders,gas,21448,clean,automatic,4wd,full-size,SUV,silver,ga,8647,bmw
14307,atlanta,2019,excellent,6 cylinders,gas,26410,rebuilt,manual,4wd,mid-size,truck,silver,,35189,ram
14308,milwaukee,2010,excellent,4 cylinders,gas,74963,clean,automatic,fwd,mid-size,SUV,black,,12527,bmw
14309,western massachusetts,2017,excellent,6 cylinders,gas,68611,clean,automatic,fwd,mid-size,van,silver,ma,17541,ford
14310,tampa bay area,2006,excellent,6 cylinders,gas,184811,clean,automatic,fwd,mid-size,SUV,black,fl,2126,bmw
14311,nashville,2018,excellent,4 cylinders,gas,113760,rebuilt,automatic,fwd,full-size,SUV,white,tn,19976,chevrolet
14312,lincoln,2003,excellent,6 cylinders,gas,98854,clean,automatic,fwd,full-size,sedan,blue,ne,9969,buick
14313,chicago,2013,excellent,4 cylinders,gas,46559,clean,automatic,fwd,compact,sedan,brown,il,7824,honda
